Geography Id,Type,Name,Variable,Variable Description,Data Collection Period,Data Collection End Date,Sex,Age,Educational Attainment,HS Diploma,College Degree,Population Estimate,Change Rate,Location
1400000US19163010402,tract,"Census Tract 104.02, Scott County, Iowa",B15001_068E,Female - 45 to 64 years,2013-2017,12/31/2017,Female,45 to 64 years,Any,NA,NA,681,0.08,POINT (-90.6979463 41.5271972),1400000US19163010402-2017-B15001_068E
1400000US19055950300,tract,"Census Tract 9503, Delaware County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,69,6.67,POINT (-91.4536232 42.4853591),1400000US19055950300-2017-B15001_081E
1400000US19145490400,tract,"Census Tract 4904, Page County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,202,-0.19,POINT (-95.039086 40.7588336),1400000US19145490400-2017-B15001_076E
1400000US19185070200,tract,"Census Tract 702, Wayne County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,23,0.05,POINT (-93.451394 40.7641069),1400000US19185070200-2017-B15001_078E
1400000US19097950100,tract,"Census Tract 9501, Jackson County, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2013-2017,12/31/2017,Female,65 years and over,Some College - No Degree,Yes,No,39,0.56,POINT (-90.7906218 42.1673832),1400000US19097950100-2017-B15001_080E
1400000US19167070700,tract,"Census Tract 707, Sioux County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,289,0.20,POINT (-96.1755502 43.0770799),1400000US19167070700-2017-B15001_079E
1400000US19113001800,tract,"Census Tract 18, Linn County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,102,0.13,POINT (-91.6443642 41.9972964),1400000US19113001800-2017-B15001_074E
1400000US19153011021,tract,"Census Tract 110.21, Polk County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,7,,POINT (-93.7465369 41.5766973),1400000US19153011021-2017-B15001_078E
1400000US19065080400,tract,"Census Tract 804, Fayette County, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2013-2017,12/31/2017,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,0,-1.00,POINT (-91.9118699 42.6892401),1400000US19065080400-2017-B15001_075E
1400000US19113010200,tract,"Census Tract 102, Linn County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,393,0.49,POINT (-91.7665048 42.2188577),1400000US19113010200-2017-B15001_076E
1400000US19175190400,tract,"Census Tract 1904, Union County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,18,-0.38,POINT (-94.3696292 41.0755325),1400000US19175190400-2017-B15001_081E
1400000US19013001900,tract,"Census Tract 19, Black Hawk County, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2013-2017,12/31/2017,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,7,0.17,POINT (-92.2952693 42.509249),1400000US19013001900-2017-B15001_083E
1400000US19085290300,tract,"Census Tract 2903, Harrison County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,247,-0.04,POINT (-95.8455005 41.6459374),1400000US19085290300-2017-B15001_076E
1400000US19151780300,tract,"Census Tract 7803, Pocahontas County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,1,-0.50,POINT (-94.6890704 42.6518838),1400000US19151780300-2017-B15001_077E
1400000US19071970300,tract,"Census Tract 9703, Fremont County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,124,-0.13,POINT (-95.7447619 40.7325861),1400000US19071970300-2017-B15001_079E
1400000US19063070100,tract,"Census Tract 701, Emmet County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,42,-0.22,POINT (-94.5321705 43.3635187),1400000US19063070100-2017-B15001_074E
1400000US19049050805,tract,"Census Tract 508.05, Dallas County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,86,,POINT (-93.8239861 41.6148781),1400000US19049050805-2017-B15001_082E
1400000US19013002902,tract,"Census Tract 29.02, Black Hawk County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,403,0.07,POINT (-92.2326471 42.3532551),1400000US19013002902-2017-B15001_076E
1400000US19169010600,tract,"Census Tract 106, Story County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,158,-0.12,POINT (-93.5753444 42.1747413),1400000US19169010600-2017-B15001_074E
1400000US19163012300,tract,"Census Tract 123, Scott County, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2013-2017,12/31/2017,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,0,,POINT (-90.6264657 41.5060918),1400000US19163012300-2017-B15001_075E
1400000US19125030300,tract,"Census Tract 303, Marion County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,37,0.19,POINT (-92.9239482 41.3934139),1400000US19125030300-2017-B15001_073E
1400000US19153000300,tract,"Census Tract 3, Polk County, Iowa",B15001_064E,Female - 35 to 44 years - Some college no degree,2013-2017,12/31/2017,Female,35 to 44 years,Some College - No Degree,Yes,No,48,-0.49,POINT (-93.5883293 41.6221936),1400000US19153000300-2017-B15001_064E
1400000US19005960200,tract,"Census Tract 9602, Allamakee County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,21,,POINT (-91.4741746 43.3971626),1400000US19005960200-2017-B15001_081E
1400000US19023070100,tract,"Census Tract 701, Butler County, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2013-2017,12/31/2017,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,8,-0.20,POINT (-92.692861 42.7787158),1400000US19023070100-2017-B15001_075E
1400000US19155021502,tract,"Census Tract 215.02, Pottawattamie County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,148,-0.25,POINT (-95.2999093 41.4566794),1400000US19155021502-2017-B15001_079E
1400000US19103000600,tract,"Census Tract 6, Johnson County, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2013-2017,12/31/2017,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,28,-0.26,POINT (-91.544258 41.6513187),1400000US19103000600-2017-B15001_075E
1400000US19013000800,tract,"Census Tract 8, Black Hawk County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,219,0.52,POINT (-92.2830698 42.4868469),1400000US19013000800-2017-B15001_076E
1400000US19153005000,tract,"Census Tract 50, Polk County, Iowa",B15001_070E,Female - 45 to 64 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,45 to 64 years,9th to 12th Grade - No Diploma,No,No,74,0.00,POINT (-93.6304944 41.6041972),1400000US19153005000-2017-B15001_070E
1400000US19171290600,tract,"Census Tract 2906, Tama County, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2013-2017,12/31/2017,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,3,2.00,POINT (-92.5107436 41.9379129),1400000US19171290600-2017-B15001_083E
1400000US19041080100,tract,"Census Tract 801, Clay County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,65,0.59,POINT (-95.0226461 43.0761421),1400000US19041080100-2017-B15001_074E
1400000US19141490100,tract,"Census Tract 4901, O'Brien County, Iowa",B15001_069E,Female - 45 to 64 years - Less than 9th grade,2013-2017,12/31/2017,Female,45 to 64 years,Less than 9th Grade,No,No,1,-0.90,POINT (-95.5162624 43.1237786),1400000US19141490100-2017-B15001_069E
1400000US19139051000,tract,"Census Tract 510, Muscatine County, Iowa",B15001_067E,Female - 35 to 44 years - Graduate or professional degree,2013-2017,12/31/2017,Female,35 to 44 years,Graduate or Professional Degree,Yes,Yes,10,,POINT (-91.0645987 41.4073281),1400000US19139051000-2017-B15001_067E
1400000US19113010800,tract,"Census Tract 108, Linn County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,109,0.18,POINT (-91.4173678 41.9057601),1400000US19113010800-2017-B15001_082E
1400000US19193002102,tract,"Census Tract 21.02, Woodbury County, Iowa",B15001_068E,Female - 45 to 64 years,2013-2017,12/31/2017,Female,45 to 64 years,Any,NA,NA,858,0.09,POINT (-96.3614904 42.4423419),1400000US19193002102-2017-B15001_068E
1400000US19113000400,tract,"Census Tract 4, Linn County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,109,1.53,POINT (-91.5885183 42.0413684),1400000US19113000400-2017-B15001_073E
1400000US19061010600,tract,"Census Tract 106, Dubuque County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,16,-0.58,POINT (-90.8455705 42.6059032),1400000US19061010600-2017-B15001_077E
1400000US19193000300,tract,"Census Tract 3, Woodbury County, Iowa",B15001_069E,Female - 45 to 64 years - Less than 9th grade,2013-2017,12/31/2017,Female,45 to 64 years,Less than 9th Grade,No,No,0,,POINT (-96.401074 42.53926),1400000US19193000300-2017-B15001_069E
1400000US19051080200,tract,"Census Tract 802, Davis County, Iowa",B15001_065E,Female - 35 to 44 years - Associate's degree,2013-2017,12/31/2017,Female,35 to 44 years,Associates Degree,Yes,Yes,59,,POINT (-92.52631 40.7510406),1400000US19051080200-2017-B15001_065E
1400000US19103000400,tract,"Census Tract 4, Johnson County, Iowa",B15001_065E,Female - 35 to 44 years - Associate's degree,2013-2017,12/31/2017,Female,35 to 44 years,Associates Degree,Yes,Yes,18,-0.42,POINT (-91.6099295 41.6546879),1400000US19103000400-2017-B15001_065E
1400000US19113002200,tract,"Census Tract 22, Linn County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,0,,POINT (-91.676311 41.971339),1400000US19113002200-2017-B15001_066E
1400000US19063070200,tract,"Census Tract 702, Emmet County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,13,2.25,POINT (-94.7578992 43.3886259),1400000US19063070200-2017-B15001_081E
1400000US19101090200,tract,"Census Tract 902, Jefferson County, Iowa",B15001_067E,Female - 35 to 44 years - Graduate or professional degree,2013-2017,12/31/2017,Female,35 to 44 years,Graduate or Professional Degree,Yes,Yes,5,-0.64,POINT (-92.0711394 41.0248956),1400000US19101090200-2017-B15001_067E
1400000US19055950100,tract,"Census Tract 9501, Delaware County, Iowa",B15001_068E,Female - 45 to 64 years,2013-2017,12/31/2017,Female,45 to 64 years,Any,NA,NA,559,0.07,POINT (-91.2573516 42.5454248),1400000US19055950100-2017-B15001_068E
1400000US19163012601,tract,"Census Tract 126.01, Scott County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,0,-1.00,POINT (-90.6380246 41.5904955),1400000US19163012601-2017-B15001_082E
1400000US19049050812,tract,"Census Tract 508.12, Dallas County, Iowa",B15001_065E,Female - 35 to 44 years - Associate's degree,2013-2017,12/31/2017,Female,35 to 44 years,Associates Degree,Yes,Yes,10,,POINT (-93.8493197 41.5358953),1400000US19049050812-2017-B15001_065E
1400000US19065080200,tract,"Census Tract 802, Fayette County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,26,-0.33,POINT (-91.7297484 42.7760826),1400000US19065080200-2017-B15001_066E
1400000US19009070300,tract,"Census Tract 703, Audubon County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,22,-0.21,POINT (-94.8555498 41.554366),1400000US19009070300-2017-B15001_073E
1400000US19153000300,tract,"Census Tract 3, Polk County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,24,-0.44,POINT (-93.5883293 41.6221936),1400000US19153000300-2017-B15001_073E
1400000US19057000900,tract,"Census Tract 9, Des Moines County, Iowa",B15001_067E,Female - 35 to 44 years - Graduate or professional degree,2013-2017,12/31/2017,Female,35 to 44 years,Graduate or Professional Degree,Yes,Yes,51,,POINT (-91.1297679 40.8375906),1400000US19057000900-2017-B15001_067E
1400000US19169001301,tract,"Census Tract 13.01, Story County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,25,,POINT (-93.6761349 42.0142271),1400000US19169001301-2017-B15001_081E
1400000US19163013200,tract,"Census Tract 132, Scott County, Iowa",B15001_072E,Female - 45 to 64 years - Some college no degree,2013-2017,12/31/2017,Female,45 to 64 years,Some College - No Degree,Yes,No,85,0.55,POINT (-90.523141 41.5272899),1400000US19163013200-2017-B15001_072E
1400000US19025950300,tract,"Census Tract 9503, Calhoun County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,8,0.60,POINT (-94.5052597 42.3477049),1400000US19025950300-2017-B15001_078E
1400000US19033950102,tract,"Census Tract 9501.02, Cerro Gordo County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,35,-0.22,POINT (-93.1898081 43.1713116),1400000US19033950102-2017-B15001_082E
1400000US19013001800,tract,"Census Tract 18, Black Hawk County, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2013-2017,12/31/2017,Female,65 years and over,Some College - No Degree,Yes,No,16,-0.11,POINT (-92.3210473 42.5082569),1400000US19013001800-2017-B15001_080E
1400000US19007950500,tract,"Census Tract 9505, Appanoose County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,22,0.10,POINT (-92.9104129 40.6535381),1400000US19007950500-2017-B15001_066E
1400000US19127950500,tract,"Census Tract 9505, Marshall County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,33,-0.11,POINT (-92.8977859 42.0603021),1400000US19127950500-2017-B15001_078E
1400000US19145490400,tract,"Census Tract 4904, Page County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,49,-0.40,POINT (-95.039086 40.7588336),1400000US19145490400-2017-B15001_073E
1400000US19193000100,tract,"Census Tract 1, Woodbury County, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2013-2017,12/31/2017,Female,65 years and over,Some College - No Degree,Yes,No,54,0.59,POINT (-96.3563772 42.5169602),1400000US19193000100-2017-B15001_080E
1400000US19163012901,tract,"Census Tract 129.01, Scott County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,312,0.10,POINT (-90.529785 41.5860787),1400000US19163012901-2017-B15001_076E
1400000US19187000200,tract,"Census Tract 2, Webster County, Iowa",B15001_072E,Female - 45 to 64 years - Some college no degree,2013-2017,12/31/2017,Female,45 to 64 years,Some College - No Degree,Yes,No,165,0.41,POINT (-94.1866542 42.5407055),1400000US19187000200-2017-B15001_072E
1400000US19153003002,tract,"Census Tract 30.02, Polk County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,30,-0.14,POINT (-93.6909051 41.5880666),1400000US19153003002-2017-B15001_079E
1400000US19033950700,tract,"Census Tract 9507, Cerro Gordo County, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2013-2017,12/31/2017,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,0,-1.00,POINT (-93.3288195 43.1363024),1400000US19033950700-2017-B15001_083E
1400000US19153010404,tract,"Census Tract 104.04, Polk County, Iowa",B15001_070E,Female - 45 to 64 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,45 to 64 years,9th to 12th Grade - No Diploma,No,No,9,0.50,POINT (-93.7265141 41.6459825),1400000US19153010404-2017-B15001_070E
1400000US19031450100,tract,"Census Tract 4501, Cedar County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,18,-0.18,POINT (-91.0082382 41.8650591),1400000US19031450100-2017-B15001_077E
1400000US19153010705,tract,"Census Tract 107.05, Polk County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,13,-0.38,POINT (-93.4543167 41.6427014),1400000US19153010705-2017-B15001_078E
1400000US19145490600,tract,"Census Tract 4906, Page County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,155,0.24,POINT (-95.1492758 40.6595965),1400000US19145490600-2017-B15001_079E
1400000US19021960600,tract,"Census Tract 9606, Buena Vista County, Iowa",B15001_069E,Female - 45 to 64 years - Less than 9th grade,2013-2017,12/31/2017,Female,45 to 64 years,Less than 9th Grade,No,No,22,0.83,POINT (-95.2793765 42.6544921),1400000US19021960600-2017-B15001_069E
1400000US19113010100,tract,"Census Tract 101, Linn County, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,120,-0.23,POINT (-91.5355221 42.2582798),1400000US19113010100-2017-B15001_071E
1400000US19061010202,tract,"Census Tract 102.02, Dubuque County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,62,0.44,POINT (-90.9500448 42.4902676),1400000US19061010202-2017-B15001_066E
1400000US19169000700,tract,"Census Tract 7, Story County, Iowa",B15001_080E,Female - 65 years and over - Some college no degree,2013-2017,12/31/2017,Female,65 years and over,Some College - No Degree,Yes,No,0,-1.00,POINT (-93.66518 42.0261126),1400000US19169000700-2017-B15001_080E
1400000US19107080300,tract,"Census Tract 803, Keokuk County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,47,0.31,POINT (-92.2938825 41.3115637),1400000US19107080300-2017-B15001_078E
1400000US19155031602,tract,"Census Tract 316.02, Pottawattamie County, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,105,-0.05,POINT (-95.7844809 41.2232199),1400000US19155031602-2017-B15001_071E
1400000US19163012701,tract,"Census Tract 127.01, Scott County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,50,0.14,POINT (-90.6054646 41.5727125),1400000US19163012701-2017-B15001_082E
1400000US19163010201,tract,"Census Tract 102.01, Scott County, Iowa",B15001_067E,Female - 35 to 44 years - Graduate or professional degree,2013-2017,12/31/2017,Female,35 to 44 years,Graduate or Professional Degree,Yes,Yes,49,0.58,POINT (-90.602748 41.640221),1400000US19163010201-2017-B15001_067E
1400000US19049050902,tract,"Census Tract 509.02, Dallas County, Iowa",B15001_067E,Female - 35 to 44 years - Graduate or professional degree,2013-2017,12/31/2017,Female,35 to 44 years,Graduate or Professional Degree,Yes,Yes,14,-0.77,POINT (-93.96909 41.5616107),1400000US19049050902-2017-B15001_067E
1400000US19191950400,tract,"Census Tract 9504, Winneshiek County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,111,3.44,POINT (-91.7072037 43.2184269),1400000US19191950400-2017-B15001_077E
1400000US19013002901,tract,"Census Tract 29.01, Black Hawk County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,33,-0.35,POINT (-92.2813331 42.4443983),1400000US19013002901-2017-B15001_074E
1400000US19045000400,tract,"Census Tract 4, Clinton County, Iowa",B15001_069E,Female - 45 to 64 years - Less than 9th grade,2013-2017,12/31/2017,Female,45 to 64 years,Less than 9th Grade,No,No,0,,POINT (-90.2836532 41.8292425),1400000US19045000400-2017-B15001_069E
1400000US19053960300,tract,"Census Tract 9603, Decatur County, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2013-2017,12/31/2017,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,13,3.33,POINT (-93.7472134 40.7498688),1400000US19053960300-2017-B15001_083E
1400000US19153001500,tract,"Census Tract 15, Polk County, Iowa",B15001_078E,Female - 65 years and over - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,65 years and over,9th to 12th Grade - No Diploma,No,No,6,-0.84,POINT (-93.611208 41.613785),1400000US19153001500-2017-B15001_078E
1400000US19137960400,tract,"Census Tract 9604, Montgomery County, Iowa",B15001_068E,Female - 45 to 64 years,2013-2017,12/31/2017,Female,45 to 64 years,Any,NA,NA,443,0.07,POINT (-95.1598585 40.945355),1400000US19137960400-2017-B15001_068E
1400000US19057000800,tract,"Census Tract 8, Des Moines County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,73,2.84,POINT (-91.1671545 40.8205516),1400000US19057000800-2017-B15001_074E
1400000US19027960500,tract,"Census Tract 9605, Carroll County, Iowa",B15001_079E,Female - 65 years and over - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,65 years and over,High School Diploma or Equivalent,Yes,No,140,0.52,POINT (-94.7445266 41.9063333),1400000US19027960500-2017-B15001_079E
1400000US19045001100,tract,"Census Tract 11, Clinton County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,4,-0.73,POINT (-90.7235642 41.9665488),1400000US19045001100-2017-B15001_077E
1400000US19061010202,tract,"Census Tract 102.02, Dubuque County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,261,0.05,POINT (-90.9500448 42.4902676),1400000US19061010202-2017-B15001_076E
1400000US19097950500,tract,"Census Tract 9505, Jackson County, Iowa",B15001_083E,Female - 65 years and over - Graduate or professional degree,2013-2017,12/31/2017,Female,65 years and over,Graduate or Professional Degree,Yes,Yes,75,4.00,POINT (-90.6772907 42.0569125),1400000US19097950500-2017-B15001_083E
1400000US19075960200,tract,"Census Tract 9602, Grundy County, Iowa",B15001_073E,Female - 45 to 64 years - Associate's degree,2013-2017,12/31/2017,Female,45 to 64 years,Associates Degree,Yes,Yes,107,0.09,POINT (-92.8249332 42.4774889),1400000US19075960200-2017-B15001_073E
1400000US19013000900,tract,"Census Tract 9, Black Hawk County, Iowa",B15001_074E,Female - 45 to 64 years - Bachelor's degree,2013-2017,12/31/2017,Female,45 to 64 years,Bachelors Degree,Yes,Yes,28,0.33,POINT (-92.3188999 42.4697836),1400000US19013000900-2017-B15001_074E
1400000US19153010207,tract,"Census Tract 102.07, Polk County, Iowa",B15001_077E,Female - 65 years and over - Less than 9th grade,2013-2017,12/31/2017,Female,65 years and over,Less than 9th Grade,No,No,0,,POINT (-93.6394156 41.730031),1400000US19153010207-2017-B15001_077E
1400000US19113000300,tract,"Census Tract 3, Linn County, Iowa",B15001_082E,Female - 65 years and over - Bachelor's degree,2013-2017,12/31/2017,Female,65 years and over,Bachelors Degree,Yes,Yes,66,1.20,POINT (-91.6153272 42.0383251),1400000US19113000300-2017-B15001_082E
1400000US19121060100,tract,"Census Tract 601, Madison County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,137,-0.31,POINT (-93.9374193 41.4067746),1400000US19121060100-2017-B15001_066E
1400000US19041080400,tract,"Census Tract 804, Clay County, Iowa",B15001_065E,Female - 35 to 44 years - Associate's degree,2013-2017,12/31/2017,Female,35 to 44 years,Associates Degree,Yes,Yes,49,1.23,POINT (-95.2794692 43.0761415),1400000US19041080400-2017-B15001_065E
1400000US19187000400,tract,"Census Tract 4, Webster County, Iowa",B15001_071E,Female - 45 to 64 years - High school graduate (includes equivalency),2013-2017,12/31/2017,Female,45 to 64 years,High School Diploma or Equivalent,Yes,No,90,-0.09,POINT (-94.1854029 42.5123113),1400000US19187000400-2017-B15001_071E
1400000US19011960600,tract,"Census Tract 9606, Benton County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,21,1.33,POINT (-92.14272 41.932207),1400000US19011960600-2017-B15001_081E
1400000US19081270300,tract,"Census Tract 2703, Hancock County, Iowa",B15001_076E,Female - 65 years and over,2013-2017,12/31/2017,Female,65 years and over,Any,NA,NA,413,0.08,POINT (-93.8013734 43.1755041),1400000US19081270300-2017-B15001_076E
1400000US19013000800,tract,"Census Tract 8, Black Hawk County, Iowa",B15001_081E,Female - 65 years and over - Associate's degree,2013-2017,12/31/2017,Female,65 years and over,Associates Degree,Yes,Yes,7,,POINT (-92.2830698 42.4868469),1400000US19013000800-2017-B15001_081E
1400000US19181020300,tract,"Census Tract 203, Warren County, Iowa",B15001_075E,Female - 45 to 64 years - Graduate or professional degree,2013-2017,12/31/2017,Female,45 to 64 years,Graduate or Professional Degree,Yes,Yes,72,0.00,POINT (-93.7356604 41.4300736),1400000US19181020300-2017-B15001_075E
1400000US19027960400,tract,"Census Tract 9604, Carroll County, Iowa",B15001_070E,Female - 45 to 64 years - 9th to 12th grade no diploma,2013-2017,12/31/2017,Female,45 to 64 years,9th to 12th Grade - No Diploma,No,No,0,-1.00,POINT (-94.8667566 42.0579601),1400000US19027960400-2017-B15001_070E
1400000US19127950600,tract,"Census Tract 9506, Marshall County, Iowa",B15001_066E,Female - 35 to 44 years - Bachelor's degree,2013-2017,12/31/2017,Female,35 to 44 years,Bachelors Degree,Yes,Yes,26,-0.13,POINT (-92.9198108 42.0421087),1400000US19127950600-2017-B15001_066E
